rank by tickets sold, total tickets sold, amphitheater name, city, state, total gross
84, 57970, Ravinia Festival At Ravinia Park, Highland Park, IL, $2319750.00
80, 62066, Red Hat Amphitheater, Raleigh, NC, $2120685.00
87, 55323, Cuthbert Amphitheater, Eugene, OR, $2107452.00
91, 45542, Cal Coast Credit Union Open Air Theatre, San Diego, CA, $2010128.60
94, 43007, Ford Idaho Center Amphitheater, Nampa, ID, $1902955.30
99, 35287, Constellation Brands - Marvin Sands PAC (CMAC), Canandaigua, NY, $1875002.00
67, 85417, Artpark Amphitheater, Lewiston, NY, $1852974.00
96, 39433, Harrahâ€™s Council Bluffs â€“ Stir Concert Cove, Council Bluffs, IA, $1849508.00
90, 45562, Oklahoma City Zoo Amphitheatre, Oklahoma City, OK, $1693748.00
97, 36852, Jacobs Pavilion At Nautica, Cleveland, OH, $1613663.20
98, 36489, MECU Pavilion, Baltimore, MD, $1536012.10
93, 43314, Heritage Park Amphitheatre, Simpsonville, SC, $1483633.00
100, 32679, Thompson's Point, Portland, ME, $1355912.00
